Time_s,Current_A,Temperature_K,State_x
2.546918438974540150e-02,1.084675750462338328e-04,3.000000275954759559e+02,1.999588608741760254e-01
2.636650898730358294e-02,1.084660689230076969e-04,3.000000285662924853e+02,1.999574154615402222e-01
2.729544792402007272e-02,1.084627147065475583e-04,3.000000295711912486e+02,1.999559104442596436e-01
2.825711502920828441e-02,1.084603645722381771e-04,3.000000306113751094e+02,1.999543607234954834e-01
2.925266337436644576e-02,1.084844116121530533e-04,3.000000316883423466e+02,1.999527513980865479e-01
3.028328665574945774e-02,1.084470277419313788e-04,3.000000328027567775e+02,1.999510824680328369e-01
3.135022062565115397e-02,1.084523682948201895e-04,3.000000339563720786e+02,1.999493688344955444e-01
3.245474457411330615e-02,1.084607429220341146e-04,3.000000351505963749e+02,1.999475806951522827e-01
3.359818286283781236e-02,1.084758623619563878e-04,3.000000363869316402e+02,1.999457329511642456e-01
3.478190651314130161e-02,1.084625691873952746e-04,3.000000376665215072e+02,1.999438256025314331e-01
3.600733484985620125e-02,1.084447721950709820e-04,3.000000389908187231e+02,1.999418437480926514e-01
3.727593720314940212e-02,1.084879913832992315e-04,3.000000403621535270e+02,1.999398022890090942e-01
3.858923467029903159e-02,1.084586401702836156e-04,3.000000417812373712e+02,1.999376863241195679e-01
3.994880193954170045e-02,1.084818868548609316e-04,3.000000432504411378e+02,1.999354958534240723e-01
4.135626917817709913e-02,1.084733085008338094e-04,3.000000447710800699e+02,1.999332308769226074e-01
4.281332398719393806e-02,1.084750474547035992e-04,3.000000463450975872e+02,1.999308764934539795e-01
4.432171342476085713e-02,1.084754767362028360e-04,3.000000479743395658e+02,1.999284476041793823e-01
4.588324610100844719e-02,1.084697723854333162e-04,3.000000496606391494e+02,1.999259293079376221e-01
4.749979434661412425e-02,1.084752439055591822e-04,3.000000514061659374e+02,1.999233216047286987e-01
4.917329645779018599e-02,1.084506948245689273e-04,3.000000532124877850e+02,1.999206244945526123e-01
5.090575902036681422e-02,1.084645482478663325e-04,3.000000550823766048e+02,1.999178379774093628e-01
5.269925931575656503e-02,1.084674586309120059e-04,3.000000570178617636e+02,1.999149471521377563e-01
5.455594781168519869e-02,1.084763134713284671e-04,3.000000590213425653e+02,1.999119520187377930e-01
5.647805074067554360e-02,1.084396208170801401e-04,3.000000610943191646e+02,1.999088525772094727e-01
5.846787276937589345e-02,1.084592950064688921e-04,3.000000632403094301e+02,1.999056488275527954e-01
6.052779976193348871e-02,1.084829855244606733e-04,3.000000654619527154e+02,1.999023258686065674e-01
6.266030164072655673e-02,1.084531977539882064e-04,3.000000677607594071e+02,1.998988986015319824e-01
6.486793534788511117e-02,1.084404066205024719e-04,3.000000701397672742e+02,1.998953372240066528e-01
6.715334791115142032e-02,1.084733958123251796e-04,3.000000726028020495e+02,1.998916566371917725e-01
6.951927961775605791e-02,1.084512914530932903e-04,3.000000751515082129e+02,1.998878419399261475e-01
7.196856730011520764e-02,1.084530013031326234e-04,3.000000777894274506e+02,1.998838931322097778e-01
7.450414773728912532e-02,1.084539326257072389e-04,3.000000805196399938e+02,1.998798102140426636e-01
7.712906117627991998e-02,1.084516261471435428e-04,3.000000833452655797e+02,1.998755931854248047e-01
7.984645497739085995e-02,1.084521063603460789e-04,3.000000862696882109e+02,1.998712271451950073e-01
8.265958738801812422e-02,1.084803006961010396e-04,3.000000892971139024e+02,1.998666971921920776e-01
8.557183144940005981e-02,1.084802061086520553e-04,3.000000924303167835e+02,1.998620182275772095e-01
8.858667904100822610e-02,1.084635296138003469e-04,3.000000956724605885e+02,1.998571753501892090e-01
9.170774506742930543e-02,1.084539835574105382e-04,3.000000990275210029e+02,1.998521536588668823e-01
9.493877179275829470e-02,1.084712712327018380e-04,3.000001025002607093e+02,1.998469531536102295e-01
9.828363332770025107e-02,1.084778705262579024e-04,3.000001060944103415e+02,1.998415738344192505e-01
1.017463402747606355e-01,1.084443501895293593e-04,3.000001098127830232e+02,1.998360157012939453e-01
1.053310445370937015e-01,1.084184768842533231e-04,3.000001136599001370e+02,1.998302489519119263e-01
1.090420442967752618e-01,1.084504910977557302e-04,3.000001176423184006e+02,1.998242884874343872e-01
1.128837891684688899e-01,1.084579707821831107e-04,3.000001217638017579e+02,1.998181194067001343e-01
1.168608855346650877e-01,1.084793620975688100e-04,3.000001260297038925e+02,1.998117268085479736e-01
1.209781020688901337e-01,1.084524265024811029e-04,3.000001304430359710e+02,1.998051106929779053e-01
1.252403754535073022e-01,1.084735558833926916e-04,3.000001350108771021e+02,1.997982710599899292e-01
1.296528162989668276e-01,1.084728428395465016e-04,3.000001397376043997e+02,1.997911930084228516e-01
1.342207152716012042e-01,1.084719697246327996e-04,3.000001446286636906e+02,1.997838616371154785e-01
1.389495494373137463e-01,1.084546092897653580e-04,3.000001496889098007e+02,1.997762769460678101e-01
1.438449888287662848e-01,1.084865943994373083e-04,3.000001549265259655e+02,1.997684240341186523e-01
1.489129032439409361e-01,1.084598479792475700e-04,3.000001603446627882e+02,1.997603029012680054e-01
1.541593692842271879e-01,1.084477262338623405e-04,3.000001659502116240e+02,1.997518986463546753e-01
1.595906776404731053e-01,1.084418763639405370e-04,3.000001717498916491e+02,1.997431963682174683e-01
1.652133406357370049e-01,1.084594405256211758e-04,3.000001777516313268e+02,1.997341960668563843e-01
1.710341000337840534e-01,1.084452524082735181e-04,3.000001839605035912e+02,1.997248828411102295e-01
1.770599351226898044e-01,1.084647301468066871e-04,3.000001903855578007e+02,1.997152417898178101e-01
1.832980710832435578e-01,1.084545292542316020e-04,3.000001970323336877e+02,1.997052580118179321e-01
1.897559876521850430e-01,1.084507530322298408e-04,3.000002039087510184e+02,1.996949315071105957e-01
1.964414280906627563e-01,1.084767427528277040e-04,3.000002110245770837e+02,1.996842473745346069e-01
2.033624084686672384e-01,1.084362593246623874e-04,3.000002183833796039e+02,1.996731907129287720e-01
2.105272272765706942e-01,1.084544928744435310e-04,3.000002259974797880e+02,1.996617466211318970e-01
2.179444753752985686e-01,1.084613031707704067e-04,3.000002338746958230e+02,1.996499001979827881e-01
2.256230462970633954e-01,1.084508767235092819e-04,3.000002420225909532e+02,1.996376365423202515e-01
2.335721469090121238e-01,1.084575415006838739e-04,3.000002504516038471e+02,1.996249556541442871e-01
2.418013084525720557e-01,1.084362666006200016e-04,3.000002591688987081e+02,1.996118277311325073e-01
2.503203979717325556e-01,1.084631367120891809e-04,3.000002681881821331e+02,1.995982527732849121e-01
2.591396301439658489e-01,1.084520918084308505e-04,3.000002775163025035e+02,1.995842009782791138e-01
2.682695795279724793e-01,1.084439136320725083e-04,3.000002871638059219e+02,1.995696574449539185e-01
2.777211932429354824e-01,1.084636533050797880e-04,3.000002971439553221e+02,1.995546072721481323e-01
2.875058040944880045e-01,1.084604882635176182e-04,3.000003074656482340e+02,1.995390355587005615e-01
2.976351441631317485e-01,1.084417090169154108e-04,3.000003181386352935e+02,1.995229274034500122e-01
3.081213588714002416e-01,1.084247633116319776e-04,3.000003291746817808e+02,1.995062679052352905e-01
3.189770215466321557e-01,1.084406976588070393e-04,3.000003405892971955e+02,1.994890272617340088e-01
3.302151484968175454e-01,1.084066461771726608e-04,3.000003523894151272e+02,1.994711905717849731e-01
3.418492146175928781e-01,1.084640025510452688e-04,3.000003645982167200e+02,1.994527429342269897e-01
3.538931695490987739e-01,1.084417745005339384e-04,3.000003772197746912e+02,1.994336545467376709e-01
3.663614544020716290e-01,1.084295799955725670e-04,3.000003902687552113e+02,1.994139105081558228e-01
3.792690190732249667e-01,1.084429532056674361e-04,3.000004037623576210e+02,1.993934810161590576e-01
3.926313401706837403e-01,1.084424584405496716e-04,3.000004177132668701e+02,1.993723511695861816e-01
4.064644395709627878e-01,1.084262039512395859e-04,3.000004321341445461e+02,1.993504911661148071e-01
4.207849036297402479e-01,1.084273026208393276e-04,3.000004470426013086e+02,1.993278712034225464e-01
4.356099030694607910e-01,1.084359391825273633e-04,3.000004624554880479e+02,1.993044763803482056e-01
4.509572135676147009e-01,1.084460236597806215e-04,3.000004783892912315e+02,1.992802768945693970e-01
4.668452370703789489e-01,1.084247924154624343e-04,3.000004948557817102e+02,1.992552429437637329e-01
4.832930238571752080e-01,1.084344257833436131e-04,3.000005118769166188e+02,1.992293596267700195e-01
5.003202953826004773e-01,1.083999595721252263e-04,3.000005294628853676e+02,1.992025822401046753e-01
5.179474679231209633e-01,1.084089890355244279e-04,3.000005476390315380e+02,1.991748958826065063e-01
5.361956770568816477e-01,1.084303949028253555e-04,3.000005664262936307e+02,1.991462558507919312e-01
5.550868030059805669e-01,1.084316390915773809e-04,3.000005858402080889e+02,1.991166323423385620e-01
5.746434968715973257e-01,1.084070172510109842e-04,3.000006058953268280e+02,1.990859955549240112e-01
5.948892077934334610e-01,1.084479226847179234e-04,3.000006266247015674e+02,1.990543156862258911e-01
6.158482110660260522e-01,1.084057512343861163e-04,3.000006480321235927e+02,1.990215629339218140e-01
6.375456372456506093e-01,1.084203831851482391e-04,3.000006701504933062e+02,1.989876925945281982e-01
6.600075022827095461e-01,1.084092800738289952e-04,3.000006929959565127e+02,1.989526748657226562e-01
6.832607387157402234e-01,1.083934184862300754e-04,3.000007165894945160e+02,1.989164650440216064e-01
7.073332279644438669e-01,1.084047253243625164e-04,3.000007409602010853e+02,1.988790333271026611e-01
7.322538337604533876e-01,1.084112591343000531e-04,3.000007661304259159e+02,1.988403350114822388e-01
7.580524367559261512e-01,1.084039977286010981e-04,3.000007921206334345e+02,1.988003253936767578e-01
7.847599703514610558e-01,1.083874522009864450e-04,3.000008189526898263e+02,1.987589746713638306e-01
8.124084577862965562e-01,1.083724564523436129e-04,3.000008466517545003e+02,1.987162232398986816e-01
8.410310505352605048e-01,1.083870301954448223e-04,3.000008752515959145e+02,1.986720412969589233e-01
8.706620680585126504e-01,1.083917450159788132e-04,3.000009047757133089e+02,1.986263692378997803e-01
9.013370389517434411e-01,1.083717797882854939e-04,3.000009352433283425e+02,1.985791623592376709e-01
9.330927435461663366e-01,1.083925599232316017e-04,3.000009666942183912e+02,1.985303759574890137e-01
9.659672580093832117e-01,1.083859242498874664e-04,3.000009991476044320e+02,1.984799653291702271e-01
1.000000000000000000e+00,1.083546303561888635e-04,3.000010326232829811e+02,1.984278708696365356e-01
1.035231775930737674e+00,1.083839088096283376e-04,3.000010671707436813e+02,1.983740478754043579e-01
1.071704829896710454e+00,1.083685347111895680e-04,3.000011028037602046e+02,1.983184367418289185e-01
1.109462894327521765e+00,1.083867100533097982e-04,3.000011395645104813e+02,1.982609927654266357e-01
1.148551242423938135e+00,1.083521783584728837e-04,3.000011774632176866e+02,1.982016414403915405e-01
1.189016742441989960e+00,1.083493989426642656e-04,3.000012165426799697e+02,1.981403380632400513e-01
1.230907913889601746e+00,1.083586394088342786e-04,3.000012568391435934e+02,1.980770230293273926e-01
1.274274985703133467e+00,1.083472889149561524e-04,3.000012983756468543e+02,1.980116218328475952e-01
1.319169956473571714e+00,1.083601673599332571e-04,3.000013411948586395e+02,1.979440897703170776e-01
1.365646656794609726e+00,1.083311508409678936e-04,3.000013853101718269e+02,1.978743523359298706e-01
1.413760813807359851e+00,1.083380921045318246e-04,3.000014307708284491e+02,1.978023499250411987e-01
1.463570118019079880e+00,1.083169045159593225e-04,3.000014775961549844e+02,1.977280080318450928e-01
1.515134292476052913e+00,1.083163297153078020e-04,3.000015258294736213e+02,1.976512670516967773e-01
1.568515164373547766e+00,1.083300594473257661e-04,3.000015755119931100e+02,1.975720524787902832e-01
1.623776739188721008e+00,1.083357637980952859e-04,3.000016266735148633e+02,1.974902898073196411e-01
1.680985277425363744e+00,1.083217939594760537e-04,3.000016793368683921e+02,1.974059045314788818e-01
1.740209374062484882e+00,1.083258539438247681e-04,3.000017335461558901e+02,1.973188370466232300e-01
1.801520040802023770e+00,1.083126990124583244e-04,3.000017893249067811e+02,1.972289979457855225e-01
1.864990791214296229e+00,1.083091774489730597e-04,3.000018467125750021e+02,1.971363127231597900e-01
1.930697728883249642e+00,1.082967792171984911e-04,3.000019057368893982e+02,1.970407068729400635e-01
1.998719638657250552e+00,1.082832313841208816e-04,3.000019664300250497e+02,1.969420909881591797e-01
2.069138081114790140e+00,1.082747985492460430e-04,3.000020288281577905e+02,1.968403905630111694e-01
2.142037490358382978e+00,1.082584785763174295e-04,3.000020929579117137e+02,1.967355310916900635e-01
2.217505275253931707e+00,1.082631279132328928e-04,3.000021588666064645e+02,1.966274231672286987e-01
2.295631924236909427e+00,1.082586677512153983e-04,3.000022265789744438e+02,1.965159773826599121e-01
2.376511113811072828e+00,1.082634262274950743e-04,3.000022961331658848e+02,1.964011043310165405e-01
2.460239820869774885e+00,1.082628223230130970e-04,3.000023675550011149e+02,1.962827295064926147e-01
2.546918438974540067e+00,1.082381786545738578e-04,3.000024408527190758e+02,1.961607635021209717e-01
2.636650898730358072e+00,1.082637027138844132e-04,3.000025160980306964e+02,1.960351020097732544e-01
2.729544792402007314e+00,1.082063172361813486e-04,3.000025932420776940e+02,1.959056705236434937e-01
2.825711502920826845e+00,1.082369635696522892e-04,3.000026723916491278e+02,1.957723796367645264e-01
2.925266337436644548e+00,1.082021626643836498e-04,3.000027535071822626e+02,1.956351399421691895e-01
3.028328665574945511e+00,1.081994705600664020e-04,3.000028366417895995e+02,1.954938620328903198e-01
3.135022062565112400e+00,1.082031230907887220e-04,3.000029218222824170e+02,1.953484565019607544e-01
3.245474457411329006e+00,1.081918599084019661e-04,3.000030090505558746e+02,1.951988190412521362e-01
3.359818286283780875e+00,1.081693335436284542e-04,3.000030983288773427e+02,1.950448751449584961e-01
3.478190651314130299e+00,1.081540394807234406e-04,3.000031896777200586e+02,1.948865205049514771e-01
3.600733484985620070e+00,1.081670561688952148e-04,3.000032831414811767e+02,1.947236806154251099e-01
3.727593720314938075e+00,1.081546215573325753e-04,3.000033786966785101e+02,1.945562660694122314e-01
3.858923467029903076e+00,1.081443624570965767e-04,3.000034763500578947e+02,1.943841874599456787e-01
3.994880193954170267e+00,1.081111404346302152e-04,3.000035760711083412e+02,1.942073702812194824e-01
4.135626917817705639e+00,1.081398659152910113e-04,3.000036779423975304e+02,1.940257102251052856e-01
4.281332398719391641e+00,1.081001973943784833e-04,3.000037818606734277e+02,1.938391327857971191e-01
4.432171342476085130e+00,1.080961956176906824e-04,3.000038878666462097e+02,1.936475634574890137e-01
4.588324610100844581e+00,1.080984948202967644e-04,3.000039959556700069e+02,1.934509277343750000e-01
4.749979434661412370e+00,1.080626389011740685e-04,3.000041060475880386e+02,1.932491511106491089e-01
4.917329645779015657e+00,1.080534420907497406e-04,3.000042181604584357e+02,1.930421590805053711e-01
5.090575902036681200e+00,1.080317815649323165e-04,3.000043322434248125e+02,1.928298920392990112e-01
5.269925931575656364e+00,1.080375295714475214e-04,3.000044483099674153e+02,1.926122903823852539e-01
5.455594781168514373e+00,1.080260990420356393e-04,3.000045662895233249e+02,1.923892796039581299e-01
5.647805074067552056e+00,1.080020156223326921e-04,3.000046861117291996e+02,1.921608299016952515e-01
5.846787276937589262e+00,1.079905705410055816e-04,3.000048077484618716e+02,1.919268816709518433e-01
6.052779976193349398e+00,1.079793728422373533e-04,3.000049311419783180e+02,1.916873902082443237e-01
6.266030164072655673e+00,1.079676803783513606e-04,3.000050562265642498e+02,1.914423406124114990e-01
6.486793534788508175e+00,1.079436042346060276e-04,3.000051829035414812e+02,1.911916881799697876e-01
6.715334791115141755e+00,1.079139328794553876e-04,3.000053110806707650e+02,1.909354180097579956e-01
6.951927961775605347e+00,1.079303110600449145e-04,3.000054407798742773e+02,1.906735152006149292e-01
7.196856730011513825e+00,1.079036010196432471e-04,3.000055718064838288e+02,1.904059946537017822e-01
7.450414773728909701e+00,1.078979476005770266e-04,3.000057041127737989e+02,1.901328563690185547e-01
7.712906117627992053e+00,1.078639543266035616e-04,3.000058375182942996e+02,1.898541301488876343e-01
7.984645497739086828e+00,1.078376953955739737e-04,3.000059719274190115e+02,1.895698308944702148e-01
8.265958738801812089e+00,1.078369241440668702e-04,3.000061072887395994e+02,1.892800033092498779e-01
8.557183144940001540e+00,1.078195491572842002e-04,3.000062434264277158e+02,1.889847218990325928e-01
8.858667904100823165e+00,1.077860724763013422e-04,3.000063801552174141e+02,1.886840313673019409e-01
9.170774506742930043e+00,1.077729830285534263e-04,3.000065173929563684e+02,1.883780211210250854e-01
9.493877179275820311e+00,1.077573542715981603e-04,3.000066549811396612e+02,1.880667805671691895e-01
9.828363332770020833e+00,1.077517954399809241e-04,3.000067927960712382e+02,1.877504140138626099e-01
1.017463402747606338e+01,1.077119377441704273e-04,3.000069305563249031e+02,1.874290555715560913e-01
1.053310445370937032e+01,1.076855551218613982e-04,3.000070681372453691e+02,1.871028393507003784e-01
1.090420442967752734e+01,1.076759872375987470e-04,3.000072054242519357e+02,1.867719292640686035e-01
1.128837891684688266e+01,1.076568732969462872e-04,3.000073422004761596e+02,1.864365190267562866e-01
1.168608855346650977e+01,1.076414919225499034e-04,3.000074782946742289e+02,1.860967725515365601e-01
1.209781020688901343e+01,1.076229382306337357e-04,3.000076135040301892e+02,1.857529282569885254e-01
1.252403754535071911e+01,1.075768959708511829e-04,3.000077475178147779e+02,1.854051947593688965e-01
1.296528162989667621e+01,1.075598920579068363e-04,3.000078802648352507e+02,1.850538402795791626e-01
1.342207152716011898e+01,1.075287145795300603e-04,3.000080114826036493e+02,1.846991181373596191e-01
1.389495494373137419e+01,1.075200780178420246e-04,3.000081410774955657e+02,1.843413114547729492e-01
1.438449888287662937e+01,1.074960891855880618e-04,3.000082687765703895e+02,1.839807480573654175e-01
1.489129032439408640e+01,1.074646861525252461e-04,3.000083943438826850e+02,1.836177408695220947e-01
1.541593692842271857e+01,1.074577958206646144e-04,3.000085177111581061e+02,1.832526475191116333e-01
1.595906776404730998e+01,1.074229803634807467e-04,3.000086385353311016e+02,1.828858107328414917e-01
1.652133406357368628e+01,1.074091996997594833e-04,3.000087567453342103e+02,1.825176924467086792e-01
1.710341000337839645e+01,1.073920211638323963e-04,3.000088721393736932e+02,1.821486204862594604e-01
1.770599351226897866e+01,1.073499588528648019e-04,3.000089843920350177e+02,1.817790567874908447e-01
1.832980710832435634e+01,1.073379098670557141e-04,3.000090935219201356e+02,1.814094334840774536e-01
1.897559876521850342e+01,1.072907689376734197e-04,3.000091991446957991e+02,1.810401976108551025e-01
1.964414280906626686e+01,1.072890590876340866e-04,3.000093014159705263e+02,1.806718111038208008e-01
2.033624084686672262e+01,1.072677841875702143e-04,3.000094000650258863e+02,1.803047955036163330e-01
2.105272272765706987e+01,1.072705199476331472e-04,3.000094951412378350e+02,1.799396127462387085e-01
2.179444753752983388e+01,1.072286831913515925e-04,3.000095862048014510e+02,1.795767992734909058e-01
2.256230462970632900e+01,1.072144004865549505e-04,3.000096733746450468e+02,1.792168468236923218e-01
2.335721469090121261e+01,1.071639853762462735e-04,3.000097562856636841e+02,1.788603067398071289e-01
2.418013084525720657e+01,1.071542210411280394e-04,3.000098352145507761e+02,1.785076707601547241e-01
2.503203979717325467e+01,1.071572769433259964e-04,3.000099102262536803e+02,1.781594902276992798e-01
2.591396301439657179e+01,1.071065926225855947e-04,3.000099808182990841e+02,1.778163313865661621e-01
2.682695795279724749e+01,1.070841171895153821e-04,3.000100472472100250e+02,1.774786710739135742e-01
2.777211932429355201e+01,1.070425569196231663e-04,3.000101093451137899e+02,1.771470457315444946e-01
2.875058040944877291e+01,1.070494981831870973e-04,3.000101676227163239e+02,1.768219769001007080e-01
2.976351441631316064e+01,1.070431171683594584e-04,3.000102219857702721e+02,1.765039712190628052e-01
3.081213588714002327e+01,1.070294092642143369e-04,3.000102724197606108e+02,1.761935353279113770e-01
3.189770215466321446e+01,1.069822174031287432e-04,3.000103186433871656e+02,1.758911013603210449e-01
3.302151484968175765e+01,1.069606078090146184e-04,3.000103610580330269e+02,1.755970865488052368e-01
3.418492146175927360e+01,1.069457211997359991e-04,3.000103998592824155e+02,1.753119826316833496e-01
3.538931695490988005e+01,1.069102436304092407e-04,3.000104349270735042e+02,1.750361323356628418e-01
3.663614544020715869e+01,1.068968340405263007e-04,3.000104666908184754e+02,1.747698932886123657e-01
3.792690190732245981e+01,1.068962446879595518e-04,3.000104954661235865e+02,1.745136529207229614e-01
3.926313401706835293e+01,1.068853598553687334e-04,3.000105212647384860e+02,1.742675602436065674e-01
4.064644395709628100e+01,1.068801648216322064e-04,3.000105443316729179e+02,1.740319728851318359e-01
4.207849036297402989e+01,1.068459750968031585e-04,3.000105644183916525e+02,1.738070547580718994e-01
4.356099030694608132e+01,1.068449128069914877e-04,3.000105822191968059e+02,1.735929250717163086e-01
4.509572135676144455e+01,1.068163255695253611e-04,3.000105974764738903e+02,1.733897328376770020e-01
4.668452370703789711e+01,1.067990087904036045e-04,3.000106105720827259e+02,1.731975525617599487e-01
4.832930238571751858e+01,1.067879929905757308e-04,3.000106217939497810e+02,1.730162799358367920e-01
5.003202953825999089e+01,1.067863486241549253e-04,3.000106314724063168e+02,1.728460192680358887e-01
5.179474679231207546e+01,1.067563716787844896e-04,3.000106392574050460e+02,1.726866513490676880e-01
5.361956770568816921e+01,1.067617558874189854e-04,3.000106459943124264e+02,1.725381016731262207e-01
5.550868030059805136e+01,1.067535195033997297e-04,3.000106515403007847e+02,1.724000722169876099e-01
5.746434968715973923e+01,1.067399425664916635e-04,3.000106559315522077e+02,1.722722947597503662e-01
5.948892077934331013e+01,1.067480552592314780e-04,3.000106597527223471e+02,1.721546202898025513e-01
6.158482110660260389e+01,1.067253469955176115e-04,3.000106624316973694e+02,1.720466911792755127e-01
6.375456372456506671e+01,1.067286211764439940e-04,3.000106646948300977e+02,1.719480603933334351e-01
6.600075022827088844e+01,1.067240664269775152e-04,3.000106664270470560e+02,1.718584299087524414e-01
6.832607387157398193e+01,1.067080811480991542e-04,3.000106674457870781e+02,1.717773377895355225e-01
7.073332279644438358e+01,1.067105185938999057e-04,3.000106683138584458e+02,1.717043519020080566e-01
7.322538337604532899e+01,1.067198536475189030e-04,3.000106692288200634e+02,1.716390848159790039e-01
7.580524367559260668e+01,1.067053672159090638e-04,3.000106695662403808e+02,1.715809553861618042e-01
7.847599703514606517e+01,1.066952827386558056e-04,3.000106695561004813e+02,1.715295463800430298e-01
8.124084577862966228e+01,1.066811237251386046e-04,3.000106691569315558e+02,1.714842915534973145e-01
8.410310505352605048e+01,1.066832992364652455e-04,3.000106689202204393e+02,1.714447140693664551e-01
8.706620680585118066e+01,1.066925251507200301e-04,3.000106690186827336e+02,1.714103668928146362e-01
9.013370389517429260e+01,1.066760014509782195e-04,3.000106685835467033e+02,1.713807582855224609e-01
9.330927435461663322e+01,1.066703480319119990e-04,3.000106680917322706e+02,1.713553667068481445e-01
9.659672580093833005e+01,1.066687691491097212e-04,3.000106676923669511e+02,1.713337898254394531e-01
1.000000000000000000e+02,1.066801778506487608e-04,3.000106678031156662e+02,1.713155657052993774e-01
1.035231775930737825e+02,1.066877739503979683e-04,3.000106681463715859e+02,1.713002771139144897e-01
1.071704829896709299e+02,1.067040138877928257e-04,3.000106689688452093e+02,1.712877899408340454e-01
1.109462894327521809e+02,1.066910917870700359e-04,3.000106690218324275e+02,1.712772101163864136e-01
1.148551242423936856e+02,1.066724071279168129e-04,3.000106683256221913e+02,1.712686568498611450e-01
1.189016742441989862e+02,1.066717231879010797e-04,3.000106678589322087e+02,1.712617874145507812e-01
1.230907913889601843e+02,1.066463883034884930e-04,3.000106665099938255e+02,1.712563633918762207e-01
1.274274985703132188e+02,1.066820186679251492e-04,3.000106672437095767e+02,1.712519675493240356e-01
1.319169956473571688e+02,1.066599652403965592e-04,3.000106666837859848e+02,1.712485402822494507e-01
1.365646656794609726e+02,1.066763215931132436e-04,3.000106671245586085e+02,1.712459027767181396e-01
1.413760813807361387e+02,1.066558033926412463e-04,3.000106663815705019e+02,1.712439656257629395e-01
1.463570118019079871e+02,1.066600816557183862e-04,3.000106661955800860e+02,1.712423264980316162e-01
1.515134292476051314e+02,1.066678305505774915e-04,3.000106664985066800e+02,1.712412387132644653e-01
1.568515164373547748e+02,1.066765471477992833e-04,3.000106671157006417e+02,1.712404936552047729e-01
1.623776739188720910e+02,1.066555341822095215e-04,3.000106662523587602e+02,1.712399572134017944e-01
1.680985277425361915e+02,1.066433396772481501e-04,3.000106651548753121e+02,1.712395101785659790e-01
1.740209374062484926e+02,1.066627155523747206e-04,3.000106658162189319e+02,1.712392270565032959e-01
1.801520040802023743e+02,1.066751428879797459e-04,3.000106668573168918e+02,1.712391227483749390e-01
1.864990791214294177e+02,1.066776530933566391e-04,3.000106674336265087e+02,1.712390035390853882e-01
1.930697728883249624e+02,1.066711120074614882e-04,3.000106672217704045e+02,1.712387651205062866e-01
1.998719638657248652e+02,1.066560871549881995e-04,3.000106661245396253e+02,1.712387353181838989e-01
2.069138081114789998e+02,1.066696640918962657e-04,3.000106667173710662e+02,1.712386608123779297e-01
2.142037490358383138e+02,1.066679978976026177e-04,3.000106667774538209e+02,1.712386608123779297e-01
2.217505275253929540e+02,1.066679978976026177e-04,3.000106667943102821e+02,1.712386608123779297e-01
