time_s,current_A,level
0.01,3.802106948569417e-05,1
0.010472494122981487,3.8026802940294147e-05,1
0.010967313315588178,3.80149795091711e-05,1
0.01148551242423938,3.803366780630313e-05,1
0.012028196136227775,3.8021826185286045e-05,1
0.012596521334671401,3.802803985308856e-05,1
0.013191699564735716,3.802392166107893e-05,1
0.013814999616383224,3.8021651562303305e-05,1
0.01446775022915648,3.8039277569623664e-05,1
0.01515134292476053,3.802995342994109e-05,1
0.015867234973483177,3.8015197787899524e-05,1
0.01661695250077689,3.802220453508198e-05,1
0.01740209374062485,3.8013396988390014e-05,1
0.018224332442626664,3.8023652450647205e-05,1
0.01908542144006686,3.804138759733178e-05,1
0.019987196386572505,3.8041140214772895e-05,1
0.02093157966932574,3.802721403189935e-05,1
0.021920584507173258,3.8025478716008365e-05,1
0.022956319242369096,3.803258732659742e-05,1
0.02404099183509972,3.801122147706337e-05,1
0.02517691457037277,3.802628634730354e-05,1
0.026366508987303583,3.803905565291643e-05,1
0.02761231104130753,3.803545405389741e-05,1
0.028916976510202995,3.803221261478029e-05,1
0.030283286655749458,3.803682920988649e-05,1
0.03171415415268999,3.802391802310012e-05,1
0.03321262929793748,3.8050235161790624e-05,1
0.0347819065131413,3.8043315726099536e-05,1
0.03642533115449638,3.802421997534111e-05,1
0.03814640664431178,3.803527943091467e-05,1
0.0399488019395417,3.805559026659466e-05,1
0.041836359353200195,3.805241794907488e-05,1
0.04381310274533306,3.802583887591027e-05,1
0.04588324610100845,3.8029869756428525e-05,1
0.04805120251361242,3.802209175773896e-05,1
0.05032159359259993,3.804207153734751e-05,1
0.052699259315756565,3.803086292464286e-05,1
0.0551892683469738,3.8049358408898115e-05,1
0.05779692884153313,3.803425715886988e-05,1
0.06052779976193349,3.8034217141103e-05,1
0.06338770272838487,3.802584978984669e-05,1
0.06638273442923082,3.802940045716241e-05,1
0.06951927961775606,3.803831714321859e-05,1
0.0728040247230857,3.80385281459894e-05,1
0.07624397210419138,3.805644155363552e-05,1
0.07984645497739086,3.803036452154629e-05,1
0.08361915304916318,3.804351217695512e-05,1
0.08757010888760508,3.805355299846269e-05,1
0.0917077450674293,3.805161395575851e-05,1
0.0960408821250538,3.8037273043300956e-05,1
0.10057875736205836,3.8053811294957995e-05,1
0.1053310445370937,3.803759318543598e-05,1
0.1103078744882215,3.8026766560506076e-05,1
0.11551985672964793,3.8045505789341405e-05,1
0.12097810206889013,3.804568405030295e-05,1
0.12669424629259063,3.806489985436201e-05,1
0.13268047497147245,3.803398794843815e-05,1
0.13894954943731375,3.8042904634494334e-05,1
0.14551483398731938,3.801707498496398e-05,1
0.1523903243738829,3.8038237107684836e-05,1
0.1595906776404731,3.8045069231884554e-05,1
0.16713124336724874,3.8056678022257984e-05,1
0.17502809639301012,3.8032259908504784e-05,1
0.18329807108324356,3.804970037890598e-05,1
0.1919587972173111,3.804574953392148e-05,1
0.20102873757128856,3.803469007834792e-05,1
0.2105272272765707,3.802906576311216e-05,1
0.22047451503814744,3.8034922908991575e-05,1
0.23089180630041925,3.8028643757570535e-05,1
0.24180130845257206,3.8020400097593665e-05,1
0.25322627816987947,3.80509409296792e-05,1
0.2651910709918538,3.802968421950936e-05,1
0.2777211932429355,3.804251900874078e-05,1
0.2908433564064048,3.8038364436943084e-05,1
