Bias_V,T95_K,Retention_h,Endurance_h,Combined_h
0.05,372.6114707486514,0.000382288230439516,,
0.1,372.6676691656656,0.00038160809129142545,,
0.2,375.8991527365069,0.0003447765207935551,,
