time_s,current_A,level
0.01,-0.0002216142602264881,3
0.010472494122981487,-0.0002216171706095338,3
0.010967313315588178,-0.0002216148714069277,3
0.01148551242423938,-0.0002216157445218414,3
0.012028196136227775,-0.00022155011538416147,3
0.012596521334671401,-0.000221610302105546,3
0.013191699564735716,-0.0002216349239461124,3
0.013814999616383224,-0.000221588445128873,3
0.01446775022915648,-0.00022156353225000203,3
0.01515134292476053,-0.0002215701388195157,3
0.015867234973483177,-0.00022160576190799475,3
0.01661695250077689,-0.0002214990381617099,3
0.01740209374062485,-0.00022152398014441133,3
0.018224332442626664,-0.0002215246786363423,3
0.01908542144006686,-0.00022157400962896645,3
0.019987196386572505,-0.00022147857816889882,3
0.02093157966932574,-0.00022156108752824366,3
0.021920584507173258,-0.0002215309941675514,3
0.022956319242369096,-0.00022153632016852498,3
0.02404099183509972,-0.00022146070841699839,3
0.02517691457037277,-0.00022148722200654447,3
0.026366508987303583,-0.00022151722805574536,3
0.02761231104130753,-0.00022148992866277695,3
0.028916976510202995,-0.00022142237867228687,3
0.030283286655749458,-0.00022153137251734734,3
0.03171415415268999,-0.00022152939345687628,3
0.03321262929793748,-0.0002214793930761516,3
0.0347819065131413,-0.0002214486594311893,3
0.03642533115449638,-0.00022142232046462595,3
0.03814640664431178,-0.000221534282900393,3
0.0399488019395417,-0.00022148166317492723,3
0.041836359353200195,-0.00022144909598864615,3
0.04381310274533306,-0.00022136326879262924,3
0.04588324610100845,-0.00022138466010801494,3
0.04805120251361242,-0.00022139682550914586,3
0.05032159359259993,-0.00022136408369988203,3
0.052699259315756565,-0.000221382942982018,3
0.0551892683469738,-0.0002213598054368049,3
0.05779692884153313,-0.00022139170323498547,3
0.06052779976193349,-0.0002213056432083249,3
0.06338770272838487,-0.00022139784414321184,3
0.06638273442923082,-0.00022134766913950443,3
0.06951927961775606,-0.00022131632431410253,3
0.0728040247230857,-0.00022140113287605345,3
0.07624397210419138,-0.0002213068655692041,3
0.07984645497739086,-0.00022132057347334921,3
0.08361915304916318,-0.00022126876865513623,3
0.08757010888760508,-0.00022130299475975335,3
0.0917077450674293,-0.0002213205152656883,3
0.0960408821250538,-0.00022128227283246815,3
0.10057875736205836,-0.00022134403116069734,3
0.1053310445370937,-0.0002213957777712494,3
0.1103078744882215,-0.00022124627139419317,3
0.11551985672964793,-0.0002213211264461279,3
0.12097810206889013,-0.00022132403682917356,3
0.12669424629259063,-0.00022122066002339125,3
0.13268047497147245,-0.0002213401603512466,3
0.13894954943731375,-0.00022121763322502375,3
0.14551483398731938,-0.00022128599812276661,3
0.1523903243738829,-0.00022124036331661046,3
0.1595906776404731,-0.00022125709801912308,3
0.16713124336724874,-0.00022129359422251582,3
0.17502809639301012,-0.00022124635870568454,3
0.18329807108324356,-0.0002211944665759802,3
