time_s,I_level1_A,I_level2_A,I_level3_A
0.01,4.5808868890120775e-05,-1.7331509297930662e-05,-0.0002257870801256773
0.010472494122981487,4.58088688901188e-05,-1.7331509297929914e-05,-0.00022578708012566757
0.010967313315588178,4.5808868890116736e-05,-1.733150929792913e-05,-0.00022578708012565736
0.01148551242423938,4.580886889011457e-05,-1.733150929792831e-05,-0.00022578708012564668
0.012028196136227775,4.5808868890112305e-05,-1.7331509297927454e-05,-0.00022578708012563554
0.012596521334671401,4.5808868890109926e-05,-1.7331509297926556e-05,-0.00022578708012562383
0.013191699564735716,4.580886889010744e-05,-1.7331509297925614e-05,-0.00022578708012561157
0.013814999616383224,4.580886889010484e-05,-1.733150929792463e-05,-0.00022578708012559873
0.01446775022915648,4.5808868890102106e-05,-1.7331509297923598e-05,-0.00022578708012558528
0.01515134292476053,4.5808868890099254e-05,-1.7331509297922517e-05,-0.00022578708012557122
0.015867234973483177,4.5808868890096265e-05,-1.7331509297921386e-05,-0.00022578708012555647
0.01661695250077689,4.580886889009313e-05,-1.73315092979202e-05,-0.00022578708012554102
0.01740209374062485,4.580886889008985e-05,-1.733150929791896e-05,-0.00022578708012552487
0.018224332442626664,4.580886889008641e-05,-1.733150929791766e-05,-0.00022578708012550793
0.01908542144006686,4.5808868890082814e-05,-1.73315092979163e-05,-0.0002257870801254902
0.019987196386572505,4.580886889007905e-05,-1.7331509297914874e-05,-0.0002257870801254716
0.02093157966932574,4.58088688900751e-05,-1.733150929791338e-05,-0.00022578708012545217
0.021920584507173258,4.580886889007097e-05,-1.7331509297911818e-05,-0.00022578708012543181
0.022956319242369096,4.5808868890066646e-05,-1.733150929791018e-05,-0.00022578708012541048
0.02404099183509972,4.580886889006211e-05,-1.7331509297908467e-05,-0.00022578708012538815
0.02517691457037277,4.580886889005737e-05,-1.733150929790667e-05,-0.00022578708012536476
0.026366508987303583,4.5808868890052396e-05,-1.7331509297904787e-05,-0.00022578708012534023
0.02761231104130753,4.580886889004719e-05,-1.733150929790282e-05,-0.00022578708012531458
0.028916976510202995,4.5808868890041737e-05,-1.733150929790076e-05,-0.00022578708012528772
0.030283286655749458,4.580886889003603e-05,-1.7331509297898597e-05,-0.0002257870801252596
0.03171415415268999,4.5808868890030054e-05,-1.7331509297896334e-05,-0.00022578708012523013
0.03321262929793748,4.580886889002379e-05,-1.7331509297893966e-05,-0.00022578708012519925
0.0347819065131413,4.5808868890017234e-05,-1.7331509297891485e-05,-0.00022578708012516694
0.03642533115449638,4.580886889001037e-05,-1.733150929788889e-05,-0.00022578708012513312
0.03814640664431178,4.580886889000318e-05,-1.733150929788617e-05,-0.00022578708012509766
0.0399488019395417,4.5808868889995644e-05,-1.7331509297883317e-05,-0.00022578708012506053
0.041836359353200195,4.5808868889987764e-05,-1.7331509297880335e-05,-0.0002257870801250217
0.04381310274533306,4.58088688899795e-05,-1.733150929787721e-05,-0.00022578708012498098
0.04588324610100845,4.580886888997085e-05,-1.7331509297873938e-05,-0.00022578708012493834
0.04805120251361242,4.58088688899618e-05,-1.733150929787051e-05,-0.0002257870801248937
0.05032159359259993,4.580886888995231e-05,-1.733150929786692e-05,-0.00022578708012484694
0.052699259315756565,4.5808868889942376e-05,-1.7331509297863164e-05,-0.000225787080124798
0.0551892683469738,4.5808868889931975e-05,-1.7331509297859227e-05,-0.00022578708012474668
0.05779692884153313,4.580886888992108e-05,-1.7331509297855107e-05,-0.00022578708012469298
0.06052779976193349,4.580886888990967e-05,-1.7331509297850787e-05,-0.00022578708012463674
0.06338770272838487,4.580886888989772e-05,-1.7331509297846267e-05,-0.00022578708012457787
0.06638273442923082,4.5808868889885205e-05,-1.7331509297841534e-05,-0.00022578708012451618
0.06951927961775606,4.58088688898721e-05,-1.7331509297836577e-05,-0.0002257870801244516
0.0728040247230857,4.580886888985838e-05,-1.7331509297831383e-05,-0.00022578708012438393
0.07624397210419138,4.5808868889844005e-05,-1.7331509297825945e-05,-0.0002257870801243131
0.07984645497739086,4.5808868889828955e-05,-1.733150929782025e-05,-0.00022578708012423892
0.08361915304916318,4.580886888981319e-05,-1.7331509297814287e-05,-0.0002257870801241612
0.08757010888760508,4.5808868889796687e-05,-1.7331509297808042e-05,-0.00022578708012407987
0.0917077450674293,4.58088688897794e-05,-1.7331509297801503e-05,-0.00022578708012399468
0.0960408821250538,4.5808868889761294e-05,-1.7331509297794653e-05,-0.00022578708012390542
0.10057875736205836,4.5808868889742334e-05,-1.733150929778748e-05,-0.000225787080123812
0.1053310445370937,4.580886888972248e-05,-1.7331509297779965e-05,-0.0002257870801237141
0.1103078744882215,4.580886888970168e-05,-1.7331509297772098e-05,-0.0002257870801236116
0.11551985672964793,4.5808868889679904e-05,-1.7331509297763858e-05,-0.00022578708012350427
0.12097810206889013,4.58088688896571e-05,-1.733150929775523e-05,-0.00022578708012339186
0.12669424629259063,4.5808868889633216e-05,-1.7331509297746196e-05,-0.00022578708012327414
0.13268047497147245,4.580886888960821e-05,-1.7331509297736732e-05,-0.0002257870801231509
0.13894954943731375,4.5808868889582015e-05,-1.7331509297726826e-05,-0.0002257870801230218
0.14551483398731938,4.5808868889554584e-05,-1.7331509297716444e-05,-0.0002257870801228866
0.1523903243738829,4.580886888952586e-05,-1.733150929770558e-05,-0.000225787080122745
0.1595906776404731,4.580886888949578e-05,-1.7331509297694194e-05,-0.00022578708012259673
0.16713124336724874,4.580886888946427e-05,-1.7331509297682275e-05,-0.00022578708012244145
0.17502809639301012,4.5808868889431277e-05,-1.7331509297669793e-05,-0.0002257870801222788
0.18329807108324356,4.5808868889396724e-05,-1.733150929765672e-05,-0.0002257870801221085
0.1919587972173111,4.580886888936054e-05,-1.733150929764303e-05,-0.00022578708012193017
0.20102873757128856,4.580886888932264e-05,-1.7331509297628692e-05,-0.00022578708012174336
0.2105272272765707,4.580886888928296e-05,-1.7331509297613676e-05,-0.00022578708012154777
0.22047451503814744,4.58088688892414e-05,-1.733150929759795e-05,-0.0002257870801213429
0.23089180630041925,4.580886888919787e-05,-1.7331509297581485e-05,-0.0002257870801211284
0.24180130845257206,4.580886888915229e-05,-1.733150929756424e-05,-0.00022578708012090372
0.25322627816987947,4.580886888910456e-05,-1.733150929754618e-05,-0.00022578708012066845
0.2651910709918538,4.580886888905457e-05,-1.7331509297527268e-05,-0.00022578708012042207
0.2777211932429355,4.580886888900222e-05,-1.733150929750746e-05,-0.00022578708012016403
0.2908433564064048,4.580886888894739e-05,-1.7331509297486715e-05,-0.0002257870801198938
0.3045855340674284,4.5808868888889975e-05,-1.7331509297464994e-05,-0.00022578708011961081
0.31897702154663216,4.580886888882985e-05,-1.7331509297442246e-05,-0.00022578708011931445
0.33404849835132444,4.580886888876688e-05,-1.733150929741842e-05,-0.00022578708011900404
0.3498320935775036,4.580886888870093e-05,-1.733150929739347e-05,-0.00022578708011867902
0.36636145440207163,4.5808868888631874e-05,-1.733150929736734e-05,-0.00022578708011833864
0.38367181781126447,4.5808868888559544e-05,-1.733150929733998e-05,-0.00022578708011798215
0.40180008571820913,4.5808868888483806e-05,-1.7331509297311322e-05,-0.00022578708011760883
0.42078490362974025,4.580886888840448e-05,-1.7331509297281313e-05,-0.00022578708011721787
0.4406667430301786,4.580886888832142e-05,-1.7331509297249885e-05,-0.00022578708011680845
0.4614879876576939,4.5808868888234426e-05,-1.7331509297216973e-05,-0.00022578708011637967
0.4832930238571752,4.580886888814332e-05,-1.7331509297182502e-05,-0.0002257870801159306
0.5061283352022219,4.5808868888047916e-05,-1.7331509297146405e-05,-0.00022578708011546038
0.5300426015879672,4.5808868887948e-05,-1.7331509297108603e-05,-0.0002257870801149679
0.5550868030059806,4.580886888784336e-05,-1.7331509297069016e-05,-0.00022578708011445215
0.5813143282224713,4.580886888773378e-05,-1.7331509297027556e-05,-0.00022578708011391203
0.6087810885914762,4.5808868887619026e-05,-1.7331509296984137e-05,-0.0002257870801133464
0.6375456372456506,4.580886888749884e-05,-1.7331509296938668e-05,-0.00022578708011275405
0.6676692939187563,4.580886888737298e-05,-1.7331509296891048e-05,-0.0002257870801121337
0.6992162756659375,4.580886888724118e-05,-1.733150929684118e-05,-0.00022578708011148407
0.7322538337604534,4.580886888710314e-05,-1.7331509296788957e-05,-0.0002257870801108037
0.766852397058701,4.580886888695859e-05,-1.7331509296734266e-05,-0.00022578708011009122
0.8030857221391512,4.58088688868072e-05,-1.733150929667699e-05,-0.00022578708010934502
0.8410310505352605,4.5808868886648665e-05,-1.733150929661701e-05,-0.00022578708010856363
0.8807692733975462,4.580886888648263e-05,-1.7331509296554193e-05,-0.00022578708010774528
