cycle,T_K,I_on_A,I_off_A,Rwin_Ion_over_Ioff,tau_s,retention_drop_frac_at_tobs
4.600000000000000000e+01,2.500000000000000000e+02,2.208213278424904762e-03,1.142099236403748807e-04,1.933468833564887390e+01,9.751124699375864863e+07,2.038954951701144047e-03
4.600000000000000000e+01,2.750000000000000000e+02,2.410137300977072388e-03,1.246535376799073663e-04,1.933468833564887390e+01,1.460036572372009978e+07,1.121054822539313545e-02
4.600000000000000000e+01,3.000000000000000000e+02,2.630525713396839743e-03,1.360521394361829007e-04,1.933468833564887390e+01,3.000000000000000000e+06,4.575725881790104754e-02
4.600000000000000000e+01,3.250000000000000000e+02,2.871066941305257941e-03,1.484930551485356975e-04,1.933468833564887390e+01,7.863364131961344974e+05,1.446954299318927717e-01
4.600000000000000000e+01,3.500000000000000000e+02,3.133603803785509501e-03,1.620715963653698887e-04,1.933468833564887390e+01,2.495564427446389454e+05,3.553736843032748727e-01
4.600000000000000000e+01,3.750000000000000000e+02,3.420147631470703536e-03,1.768917901389033731e-04,1.933468833564887390e+01,9.229704549441397830e+04,6.586367856808932331e-01
4.700000000000000000e+01,2.500000000000000000e+02,2.201913102167035469e-03,1.142836081913926779e-04,1.926709470425062776e+01,9.751124699375864863e+07,2.038954951701144047e-03
4.700000000000000000e+01,2.750000000000000000e+02,2.403261022335793657e-03,1.247339601131246646e-04,1.926709470425063131e+01,1.460036572372009978e+07,1.121054822539313545e-02
4.700000000000000000e+01,3.000000000000000000e+02,2.623020652265661834e-03,1.361399158788056225e-04,1.926709470425062776e+01,3.000000000000000000e+06,4.575725881790104754e-02
4.700000000000000000e+01,3.250000000000000000e+02,2.862875600389462507e-03,1.485888580678365730e-04,1.926709470425063131e+01,7.863364131961344974e+05,1.446954299318927717e-01
4.700000000000000000e+01,3.500000000000000000e+02,3.124663428107549157e-03,1.621761597205519025e-04,1.926709470425062420e+01,2.495564427446389454e+05,3.553736843032748727e-01
4.700000000000000000e+01,3.750000000000000000e+02,3.410389727595779848e-03,1.770059150040609807e-04,1.926709470425062776e+01,9.229704549441397830e+04,6.586367856808932331e-01
4.800000000000000000e+01,2.500000000000000000e+02,2.195630900722227771e-03,1.143557733645275676e-04,1.920000045579944725e+01,9.751124699375864863e+07,2.038954951701144047e-03
4.800000000000000000e+01,2.750000000000000000e+02,2.396404362165185844e-03,1.248127242331049350e-04,1.920000045579945080e+01,1.460036572372009978e+07,1.121054822539313545e-02
4.800000000000000000e+01,3.000000000000000000e+02,2.615537003562538095e-03,1.362258823682737340e-04,1.920000045579945080e+01,3.000000000000000000e+06,4.575725881790104754e-02
4.800000000000000000e+01,3.250000000000000000e+02,2.854707629902629353e-03,1.486826855277678498e-04,1.920000045579945080e+01,7.863364131961344974e+05,1.446954299318927717e-01
4.800000000000000000e+01,3.500000000000000000e+02,3.115748559903497045e-03,1.622785669758862101e-04,1.920000045579945080e+01,2.495564427446389454e+05,3.553736843032748727e-01
4.800000000000000000e+01,3.750000000000000000e+02,3.400659663655938685e-03,1.771176866107184681e-04,1.920000045579945080e+01,9.229704549441397830e+04,6.586367856808932331e-01
4.900000000000000000e+01,2.500000000000000000e+02,2.189366622807170301e-03,1.144264805551800456e-04,1.913339125860284540e+01,9.751124699375864863e+07,2.038954951701144047e-03
4.900000000000000000e+01,2.750000000000000000e+02,2.389567264492475657e-03,1.248898970493830883e-04,1.913339125860284540e+01,1.460036572372009978e+07,1.121054822539313545e-02
4.900000000000000000e+01,3.000000000000000000e+02,2.608074706196417472e-03,1.363101120416257883e-04,1.913339125860284540e+01,3.000000000000000000e+06,4.575725881790104754e-02
4.900000000000000000e+01,3.250000000000000000e+02,2.846562963167403870e-03,1.487746173531845329e-04,1.913339125860284540e+01,7.863364131961344974e+05,1.446954299318927717e-01
4.900000000000000000e+01,3.500000000000000000e+02,3.106859126398869679e-03,1.623789052555933558e-04,1.913339125860284540e+01,2.495564427446389454e+05,3.553736843032748727e-01
4.900000000000000000e+01,3.750000000000000000e+02,3.390957360222033191e-03,1.772272000499323377e-04,1.913339125860284540e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.000000000000000000e+01,2.500000000000000000e+02,2.183120217284865213e-03,1.144957875110075166e-04,1.906725360594582597e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.000000000000000000e+01,2.750000000000000000e+02,2.382749673504581944e-03,1.249655415901930694e-04,1.906725360594582597e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.000000000000000000e+01,3.000000000000000000e+02,2.600633699250544818e-03,1.363926736905401939e-04,1.906725360594582597e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.000000000000000000e+01,3.250000000000000000e+02,2.838441533696665128e-03,1.488647286262317947e-04,1.906725360594582597e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.000000000000000000e+01,3.500000000000000000e+02,3.097995055026812623e-03,1.624772565074999293e-04,1.906725360594582241e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.000000000000000000e+01,3.750000000000000000e+02,3.381282738091531247e-03,1.773345447630240177e-04,1.906725360594582597e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.100000000000000000e+01,2.500000000000000000e+02,2.176891633164212709e-03,1.145637486152904929e-04,1.900157475183794276e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.100000000000000000e+01,2.750000000000000000e+02,2.375951533547663360e-03,1.250397172117457157e-04,1.900157475183793920e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.100000000000000000e+01,3.000000000000000000e+02,2.593213921981965629e-03,1.364736320988940797e-04,1.900157475183793920e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.100000000000000000e+01,3.250000000000000000e+02,2.830343275192984641e-03,1.489530900547712659e-04,1.900157475183793920e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.100000000000000000e+01,3.500000000000000000e+02,3.089156273427511121e-03,1.625736979051544339e-04,1.900157475183793920e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.100000000000000000e+01,3.750000000000000000e+02,3.371635718287873187e-03,1.774398049804661211e-04,1.900157475183794276e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.200000000000000000e+01,2.500000000000000000e+02,2.170680819599592106e-03,1.146304151433062793e-04,1.893634265291541752e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.200000000000000000e+01,2.750000000000000000e+02,2.369172789126661269e-03,1.251124798780458333e-04,1.893634265291541752e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.200000000000000000e+01,3.000000000000000000e+02,2.585815313821026879e-03,1.365530483481675701e-04,1.893634265291541752e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.200000000000000000e+01,3.250000000000000000e+02,2.822268121548083403e-03,1.490397683057118918e-04,1.893634265291541752e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.200000000000000000e+01,3.500000000000000000e+02,3.080342709447595525e-03,1.626683022116390232e-04,1.893634265291541752e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.200000000000000000e+01,3.750000000000000000e+02,3.362016222059821275e-03,1.775430601189617065e-04,1.893634265291542107e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.300000000000000000e+01,2.500000000000000000e+02,2.164487725890452442e-03,1.146958354947383746e-04,1.887154591580395646e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.300000000000000000e+01,2.750000000000000000e+02,2.362413384904850019e-03,1.251838824145535200e-04,1.887154591580395646e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.300000000000000000e+01,3.000000000000000000e+02,2.578437814370888263e-03,1.366309800943005021e-04,1.887154591580395646e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.300000000000000000e+01,3.250000000000000000e+02,2.814216006842297588e-03,1.491248263071832036e-04,1.887154591580395646e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.300000000000000000e+01,3.500000000000000000e+02,3.071554291139558419e-03,1.627611381093738813e-04,1.887154591580395646e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.300000000000000000e+01,3.750000000000000000e+02,3.352424170880824797e-03,1.776443851414070431e-04,1.887154591580395291e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.400000000000000000e+01,2.500000000000000000e+02,2.158312301480890070e-03,1.147600554047598195e-04,1.880717374933727370e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.400000000000000000e+01,2.750000000000000000e+02,2.355673265703381140e-03,1.252539747385696459e-04,1.880717374933727370e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.400000000000000000e+01,3.000000000000000000e+02,2.571081363407021290e-03,1.367074818191447397e-04,1.880717374933727015e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.400000000000000000e+01,3.250000000000000000e+02,2.806186865344031250e-03,1.492083235229809865e-04,1.880717374933727370e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.400000000000000000e+01,3.500000000000000000e+02,3.062790946761157450e-03,1.628522704996588917e-04,1.880717374933727370e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.400000000000000000e+01,3.750000000000000000e+02,3.342859486448369541e-03,1.777438508838238037e-04,1.880717374933727370e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.500000000000000000e+01,2.500000000000000000e+02,2.152154495959244032e-03,1.148231181360971181e-04,1.874321592110350565e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.500000000000000000e+01,2.750000000000000000e+02,2.348952376500836655e-03,1.253228040688623859e-04,1.874321592110350565e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.500000000000000000e+01,3.000000000000000000e+02,2.563745900876726169e-03,1.367826050592595372e-04,1.874321592110350565e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.500000000000000000e+01,3.250000000000000000e+02,2.798180631509229396e-03,1.492903162022841935e-04,1.874321592110350210e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.500000000000000000e+01,3.500000000000000000e+02,3.054052604774841560e-03,1.629417607752253121e-04,1.874321592110350565e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.500000000000000000e+01,3.750000000000000000e+02,3.333322090683348091e-03,1.778415243528336481e-04,1.874321592110350210e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.600000000000000000e+01,2.500000000000000000e+02,2.146014259057679729e-03,1.148850646540942346e-04,1.867966271785704180e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.600000000000000000e+01,2.750000000000000000e+02,2.342250662432777183e-03,1.253904151167395029e-04,1.867966271785704535e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.600000000000000000e+01,3.000000000000000000e+02,2.556431366898633938e-03,1.368563986144559019e-04,1.867966271785704180e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.600000000000000000e+01,3.250000000000000000e+02,2.790197239980835454e-03,1.493708576072689880e-04,1.867966271785704180e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.600000000000000000e+01,3.500000000000000000e+02,3.045339193847156848e-03,1.630296670686633555e-04,1.867966271785704180e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.600000000000000000e+01,3.750000000000000000e+02,3.323811905729414078e-03,1.779374689968024408e-04,1.867966271785704180e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.700000000000000000e+01,2.500000000000000000e+02,2.139891540651780392e-03,1.149459337865515866e-04,1.861650490939021552e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.700000000000000000e+01,2.750000000000000000e+02,2.335568068791295682e-03,1.254568502605034428e-04,1.861650490939021552e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.700000000000000000e+01,3.000000000000000000e+02,2.549137701762223349e-03,1.369289087382042074e-04,1.861650490939021552e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.700000000000000000e+01,3.250000000000000000e+02,2.782236625588263047e-03,1.494499982209278853e-04,1.861650490939021552e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.700000000000000000e+01,3.500000000000000000e+02,3.036650642848170208e-03,1.631160444792446298e-04,1.861650490939021552e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.700000000000000000e+01,3.750000000000000000e+02,3.314328853952352039e-03,1.780317449534039940e-04,1.861650490939021552e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.800000000000000000e+01,2.500000000000000000e+02,2.133786290760136817e-03,1.150057623699010824e-04,1.855373371550801664e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.800000000000000000e+01,2.750000000000000000e+02,2.328904541024569893e-03,1.255221497049928230e-04,1.855373371550801664e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.800000000000000000e+01,3.000000000000000000e+02,2.541864845927329936e-03,1.370001793117645700e-04,1.855373371550801664e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.800000000000000000e+01,3.250000000000000000e+02,2.774298723346859535e-03,1.495277859371227488e-04,1.855373371550801309e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.800000000000000000e+01,3.500000000000000000e+02,3.027986880850886461e-03,1.632009452803541915e-04,1.855373371550801664e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.800000000000000000e+01,3.750000000000000000e+02,3.304872857939441643e-03,1.781244092760200478e-04,1.855373371550801309e+01,9.229704549441397830e+04,6.586367856808932331e-01
5.900000000000000000e+01,2.500000000000000000e+02,2.127698459543941011e-03,1.150645853830961987e-04,1.849134077579108038e+01,9.751124699375864863e+07,2.038954951701144047e-03
5.900000000000000000e+01,2.750000000000000000e+02,2.322260024736418679e-03,1.255863516277158632e-04,1.849134077579108038e+01,1.460036572372009978e+07,1.121054822539313545e-02
5.900000000000000000e+01,3.000000000000000000e+02,2.534612740023662030e-03,1.370702520036829906e-04,1.849134077579107682e+01,3.000000000000000000e+06,4.575725881790104754e-02
5.900000000000000000e+01,3.250000000000000000e+02,2.766383468457380389e-03,1.496042662346658096e-04,1.849134077579108038e+01,7.863364131961344974e+05,1.446954299318927717e-01
5.900000000000000000e+01,3.500000000000000000e+02,3.019347837130669822e-03,1.632844191094898472e-04,1.849134077579108038e+01,2.495564427446389454e+05,3.553736843032748727e-01
5.900000000000000000e+01,3.750000000000000000e+02,3.295443840498826684e-03,1.782155161411135870e-04,1.849134077579107682e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.000000000000000000e+01,2.500000000000000000e+02,2.121627997306576793e-03,1.151224360704346852e-04,1.842931812186908047e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.000000000000000000e+01,2.750000000000000000e+02,2.315634465685854904e-03,1.256494923129041505e-04,1.842931812186908758e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.000000000000000000e+01,3.000000000000000000e+02,2.527381324850314168e-03,1.371391664161033803e-04,1.842931812186908402e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.000000000000000000e+01,3.250000000000000000e+02,2.758490796305454462e-03,1.496794823370106654e-04,1.842931812186908758e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.000000000000000000e+01,3.500000000000000000e+02,3.010733441164665809e-03,1.633665131425557034e-04,1.842931812186908402e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.000000000000000000e+01,3.750000000000000000e+02,3.286041724658883209e-03,1.783051170384602438e-04,1.842931812186908402e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.100000000000000000e+01,2.500000000000000000e+02,2.115574854493218210e-03,1.151793460543947104e-04,1.836765815195820650e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.100000000000000000e+01,2.750000000000000000e+02,2.309027809786646113e-03,1.257116062746668934e-04,1.836765815195821006e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.100000000000000000e+01,3.000000000000000000e+02,2.520170541375286143e-03,1.372069602191832328e-04,1.836765815195820650e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.100000000000000000e+01,3.250000000000000000e+02,2.750620642461061843e-03,1.497534753589593631e-04,1.836765815195820295e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.100000000000000000e+01,3.500000000000000000e+02,3.002143622631227911e-03,1.634472722539843535e-04,1.836765815195820650e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.100000000000000000e+01,3.750000000000000000e+02,3.276666433667593716e-03,1.783932609459123097e-04,1.836765815195820650e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.200000000000000000e+01,2.500000000000000000e+02,2.109538981690419705e-03,1.152353454394428013e-04,1.830635360744417639e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.200000000000000000e+01,2.750000000000000000e+02,2.302440003106870012e-03,1.257727263702912142e-04,1.830635360744417639e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.200000000000000000e+01,3.000000000000000000e+02,2.512980330734999011e-03,1.372736692747543897e-04,1.830635360744417639e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.200000000000000000e+01,3.250000000000000000e+02,2.742772942678005192e-03,1.498262844416307969e-04,1.830635360744417639e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.200000000000000000e+01,3.500000000000000000e+02,2.993578311409339932e-03,1.635267391640472638e-04,1.830635360744417994e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.200000000000000000e+01,3.750000000000000000e+02,3.267317890991917450e-03,1.784799944901796834e-04,1.830635360744417639e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.300000000000000000e+01,2.500000000000000000e+02,2.103520329625717129e-03,1.152904629076666551e-04,1.824539755131676344e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.300000000000000000e+01,2.750000000000000000e+02,2.295870991868476443e-03,1.258328839046198098e-04,1.824539755131675989e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.300000000000000000e+01,3.000000000000000000e+02,2.505810634233815882e-03,1.373393277502453133e-04,1.824539755131675989e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.300000000000000000e+01,3.250000000000000000e+02,2.734947632893384994e-03,1.498979468768004829e-04,1.824539755131675633e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.300000000000000000e+01,3.500000000000000000e+02,2.985037437578046560e-03,1.636049545745643598e-04,1.824539755131675989e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.300000000000000000e+01,3.750000000000000000e+02,3.257996020317169370e-03,1.785653620949488010e-04,1.824539755131675989e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.400000000000000000e+01,2.500000000000000000e+02,2.097518849167223556e-03,1.153447258069940001e-04,1.818478334828239795e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.400000000000000000e+01,2.750000000000000000e+02,2.289320722446848509e-03,1.258921087263368871e-04,1.818478334828240151e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.400000000000000000e+01,3.000000000000000000e+02,2.498661393343562694e-03,1.374039682237714207e-04,1.818478334828240151e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.400000000000000000e+01,3.250000000000000000e+02,2.727144649227079137e-03,1.499684982216004754e-04,1.818478334828240151e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.400000000000000000e+01,3.500000000000000000e+02,2.976520931415882216e-03,1.636819572940923786e-04,1.818478334828240151e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.400000000000000000e+01,3.750000000000000000e+02,3.248700745546394351e-03,1.786494061175187002e-04,1.818478334828240151e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.500000000000000000e+01,2.500000000000000000e+02,2.091534491323228558e-03,1.153981602326759862e-04,1.812450464640070180e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.500000000000000000e+01,2.750000000000000000e+02,2.282789141370361510e-03,1.259504293169024479e-04,1.812450464640070180e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.500000000000000000e+01,3.000000000000000000e+02,2.491532549703049000e-03,1.374676217812019420e-04,1.812450464640070180e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.500000000000000000e+01,3.250000000000000000e+02,2.719363927981217292e-03,1.500379724044622904e-04,1.812450464640070180e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.500000000000000000e+01,3.500000000000000000e+02,2.968028723400299024e-03,1.637577843535554102e-04,1.812450464640070180e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.500000000000000000e+01,3.750000000000000000e+02,3.239431990799745715e-03,1.787321669750050802e-04,1.812450464640070180e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.600000000000000000e+01,2.500000000000000000e+02,2.085567207241797484e-03,1.154507911026436673e-04,1.806455536010649965e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.600000000000000000e+01,2.750000000000000000e+02,2.276276195319950138e-03,1.260078728727995678e-04,1.806455536010650320e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.600000000000000000e+01,3.000000000000000000e+02,2.484424045117593089e-03,1.375303181059279577e-04,1.806455536010649965e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.600000000000000000e+01,3.250000000000000000e+02,2.711605405639663964e-03,1.501064018230934916e-04,1.806455536010650320e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.600000000000000000e+01,3.500000000000000000e+02,2.959560744207103029e-03,1.638324711131807605e-04,1.806455536010649965e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.600000000000000000e+01,3.750000000000000000e+02,3.230189680413868107e-03,1.788136832610545028e-04,1.806455536010649965e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.700000000000000000e+01,2.500000000000000000e+02,2.079616948210375078e-03,1.155026422272815073e-04,1.800492965449385707e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.700000000000000000e+01,2.750000000000000000e+02,2.269781831128672191e-03,1.260644653816882146e-04,1.800492965449385707e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.700000000000000000e+01,3.000000000000000000e+02,2.477335821558547535e-03,1.375920855619798848e-04,1.800492965449385707e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.700000000000000000e+01,3.250000000000000000e+02,2.703869018867501549e-03,1.501738174351957046e-04,1.800492965449385707e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.700000000000000000e+01,3.500000000000000000e+02,2.951116924709887377e-03,1.639060513615123865e-04,1.800492965449385707e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.700000000000000000e+01,3.750000000000000000e+02,3.220973738941279498e-03,1.788939918539118380e-04,1.800492965449385707e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.800000000000000000e+01,2.500000000000000000e+02,2.073683665655384756e-03,1.155537363741077235e-04,1.794562193075080714e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.800000000000000000e+01,2.750000000000000000e+02,2.263305995781273589e-03,1.261202316930000098e-04,1.794562193075080359e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.800000000000000000e+01,3.000000000000000000e+02,2.470267821162823018e-03,1.376529512710776592e-04,1.794562193075080359e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.800000000000000000e+01,3.250000000000000000e+02,2.696154704510508177e-03,1.502402488425602981e-04,1.794562193075080359e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.800000000000000000e+01,3.500000000000000000e+02,2.942697195979465923e-03,1.639785574071965523e-04,1.794562193075080359e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.800000000000000000e+01,3.750000000000000000e+02,3.211784091149753190e-03,1.789731280165991615e-04,1.794562193075080359e+01,9.229704549441397830e+04,6.586367856808932331e-01
6.900000000000000000e+01,2.500000000000000000e+02,2.067767311141833087e-03,1.156040953278005982e-04,1.788662681264522902e+01,9.751124699375864863e+07,2.038954951701144047e-03
6.900000000000000000e+01,2.750000000000000000e+02,2.256848636413755563e-03,1.261751955834535303e-04,1.788662681264522547e+01,1.460036572372009978e+07,1.121054822539313545e-02
6.900000000000000000e+01,3.000000000000000000e+02,2.463219986232417346e-03,1.377129411841368511e-04,1.788662681264522547e+01,3.000000000000000000e+06,4.575725881790104754e-02
6.900000000000000000e+01,3.250000000000000000e+02,2.688462399594645971e-03,1.503057243691133488e-04,1.788662681264522902e+01,7.863364131961344974e+05,1.446954299318927717e-01
6.900000000000000000e+01,3.500000000000000000e+02,2.934301489283312053e-03,1.640500201641632025e-04,1.788662681264522902e+01,2.495564427446389454e+05,3.553736843032748727e-01
6.900000000000000000e+01,3.750000000000000000e+02,3.202620662021703722e-03,1.790511254898862002e-04,1.788662681264522547e+01,9.229704549441397830e+04,6.586367856808932331e-01
7.000000000000000000e+01,2.500000000000000000e+02,2.061867836372916450e-03,1.156537399459673174e-04,1.782793913397187069e+01,9.751124699375864863e+07,2.038954951701144047e-03
7.000000000000000000e+01,2.750000000000000000e+02,2.250409700312945311e-03,1.262293798179228276e-04,1.782793913397187069e+01,1.460036572372009978e+07,1.121054822539313545e-02
7.000000000000000000e+01,3.000000000000000000e+02,2.456192259233945345e-03,1.377720801477031257e-04,1.782793913397186714e+01,3.000000000000000000e+06,4.575725881790104754e-02
7.000000000000000000e+01,3.250000000000000000e+02,2.680792041325547135e-03,1.503702711334249415e-04,1.782793913397187069e+01,7.863364131961344974e+05,1.446954299318927717e-01
7.000000000000000000e+01,3.500000000000000000e+02,2.925929736084997498e-03,1.641204692307659174e-04,1.782793913397186714e+01,2.495564427446389454e+05,3.553736843032748727e-01
7.000000000000000000e+01,3.750000000000000000e+02,3.193483376753577987e-03,1.791280165786669298e-04,1.782793913397187069e+01,9.229704549441397830e+04,6.586367856808932331e-01
7.100000000000000000e+01,2.500000000000000000e+02,2.055985193189624645e-03,1.157026902110123518e-04,1.776955392687956703e+01,9.751124699375864863e+07,2.038954951701144047e-03
7.100000000000000000e+01,2.750000000000000000e+02,2.243989134916063617e-03,1.262828062060486652e-04,1.776955392687956703e+01,1.460036572372009978e+07,1.121054822539313545e-02
7.100000000000000000e+01,3.000000000000000000e+02,2.449184582798168749e-03,1.378303919657401929e-04,1.776955392687956703e+01,3.000000000000000000e+06,4.575725881790104754e-02
7.100000000000000000e+01,3.250000000000000000e+02,2.673143567087999609e-03,1.504339151161471135e-04,1.776955392687956703e+01,7.863364131961344974e+05,1.446954299318927717e-01
7.100000000000000000e+01,3.500000000000000000e+02,2.917581868043635056e-03,1.641899329633863657e-04,1.776955392687956703e+01,2.495564427446389454e+05,3.553736843032748727e-01
7.100000000000000000e+01,3.750000000000000000e+02,3.184372160755242435e-03,1.792038322322948634e-04,1.776955392687956703e+01,9.229704549441397830e+04,6.586367856808932331e-01
7.200000000000000000e+01,2.500000000000000000e+02,2.050119333570347546e-03,1.157509652784284994e-04,1.771146641100547825e+01,9.751124699375864863e+07,2.038954951701144047e-03
7.200000000000000000e+01,2.750000000000000000e+02,2.237586887810295074e-03,1.263354956549454615e-04,1.771146641100547825e+01,1.460036572372009978e+07,1.121054822539313545e-02
7.200000000000000000e+01,3.000000000000000000e+02,2.442196899719525655e-03,1.378878994571563826e-04,1.771146641100547825e+01,3.000000000000000000e+06,4.575725881790104754e-02
7.200000000000000000e+01,3.250000000000000000e+02,2.665516914445435325e-03,1.504966812228008155e-04,1.771146641100547825e+01,7.863364131961344974e+05,1.446954299318927717e-01
7.200000000000000000e+01,3.500000000000000000e+02,2.909257817013315237e-03,1.642584385449627666e-04,1.771146641100547470e+01,2.495564427446389454e+05,3.553736843032748727e-01
7.200000000000000000e+01,3.750000000000000000e+02,3.175286939649371587e-03,1.792786021193775781e-04,1.771146641100547825e+01,9.229704549441397830e+04,6.586367856808932331e-01
7.300000000000000000e+01,2.500000000000000000e+02,2.044270209630484787e-03,1.157985835218024970e-04,1.765367198335021826e+01,9.751124699375864863e+07,2.038954951701144047e-03
7.300000000000000000e+01,2.750000000000000000e+02,2.231202906732363943e-03,1.263874682183223981e-04,1.765367198335021470e+01,1.460036572372009978e+07,1.121054822539313545e-02
7.300000000000000000e+01,3.000000000000000000e+02,2.435229152955667355e-03,1.379446245094173844e-04,1.765367198335021826e+01,3.000000000000000000e+06,4.575725881790104754e-02
7.300000000000000000e+01,3.250000000000000000e+02,2.657912021139424968e-03,1.505585933422912246e-04,1.765367198335021470e+01,7.863364131961344974e+05,1.446954299318927717e-01
