cycle,T_K,I_on_A,I_off_A,Rwin_Ion_over_Ioff,tau_s,retention_drop_frac_at_tobs
9.900000000000000000e+01,3.250000000000000000e+02,2.467622523017213351e-03,1.519287632104588748e-04,1.624197071622933208e+01,7.863364131961344974e+05,1.446954299318927717e-01
9.900000000000000000e+01,3.500000000000000000e+02,2.693267514312336700e-03,1.658214733524402491e-04,1.624197071622932853e+01,2.495564427446389454e+05,3.553736843032748727e-01
9.900000000000000000e+01,3.750000000000000000e+02,2.939545994571696706e-03,1.809845643690539594e-04,1.624197071622933208e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.000000000000000000e+02,2.500000000000000000e+02,1.892498668862064529e-03,1.168872423236612531e-04,1.619080603870975210e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.000000000000000000e+02,2.750000000000000000e+02,2.065553032598083441e-03,1.275756764462288625e-04,1.619080603870974855e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.000000000000000000e+02,3.000000000000000000e+02,2.254431879225858235e-03,1.392414851883133717e-04,1.619080603870974855e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.000000000000000000e+02,3.250000000000000000e+02,2.460582235294649870e-03,1.519740418983324653e-04,1.619080603870974855e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.000000000000000000e+02,3.500000000000000000e+02,2.685583446738092333e-03,1.658708924260639923e-04,1.619080603870975210e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.000000000000000000e+02,3.750000000000000000e+02,2.931159278458330634e-03,1.810385024346765565e-04,1.619080603870974855e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.010000000000000000e+02,2.500000000000000000e+02,1.887099246941135230e-03,1.169217242469011676e-04,1.613985133298399788e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.010000000000000000e+02,2.750000000000000000e+02,2.059659875310021222e-03,1.276133114746121609e-04,1.613985133298399788e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.010000000000000000e+02,3.000000000000000000e+02,2.247999838290657467e-03,1.392825616489144281e-04,1.613985133298399788e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.010000000000000000e+02,3.250000000000000000e+02,2.453562033971344678e-03,1.520188744835061908e-04,1.613985133298399788e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.010000000000000000e+02,3.500000000000000000e+02,2.677921302308938507e-03,1.659198246043468226e-04,1.613985133298400143e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.010000000000000000e+02,3.750000000000000000e+02,2.922796490192086215e-03,1.810919090821456936e-04,1.613985133298399788e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.020000000000000000e+02,2.500000000000000000e+02,1.881715229922497441e-03,1.169558697557707762e-04,1.608910466701608755e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.020000000000000000e+02,2.750000000000000000e+02,2.053783531583400126e-03,1.276505793261333834e-04,1.608910466701608755e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.020000000000000000e+02,3.000000000000000000e+02,2.241586148387028632e-03,1.393232373571696525e-04,1.608910466701609110e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.020000000000000000e+02,3.250000000000000000e+02,2.446561861739493006e-03,1.520632696706320950e-04,1.608910466701609110e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.020000000000000000e+02,3.500000000000000000e+02,2.670281018476715860e-03,1.659682793879139074e-04,1.608910466701608755e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.020000000000000000e+02,3.750000000000000000e+02,2.914457561505258160e-03,1.811447946808452162e-04,1.608910466701609110e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.030000000000000000e+02,2.500000000000000000e+02,1.876346573854962120e-03,1.169896853511841168e-04,1.603856415394633572e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.030000000000000000e+02,2.750000000000000000e+02,2.047923953448033737e-03,1.276874870961647800e-04,1.603856415394633572e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.030000000000000000e+02,3.000000000000000000e+02,2.235190757158284167e-03,1.393635200572682867e-04,1.603856415394633572e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.030000000000000000e+02,3.250000000000000000e+02,2.439581661454793410e-03,1.521072359120456349e-04,1.603856415394633217e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.030000000000000000e+02,3.500000000000000000e+02,2.662662532871718207e-03,1.660162660020013273e-04,1.603856415394633572e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.030000000000000000e+02,3.750000000000000000e+02,2.906142424324913327e-03,1.811971692995877428e-04,1.603856415394633572e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.040000000000000000e+02,2.500000000000000000e+02,1.870993234912734712e-03,1.170231773474202856e-04,1.598822795041789036e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.040000000000000000e+02,2.750000000000000000e+02,2.042081093070598381e-03,1.277240416763775037e-04,1.598822795041789036e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.040000000000000000e+02,3.000000000000000000e+02,2.228813612397112249e-03,1.394034172710714216e-04,1.598822795041789036e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.040000000000000000e+02,3.250000000000000000e+02,2.432621376135979830e-03,1.521507814174238892e-04,1.598822795041789213e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.040000000000000000e+02,3.500000000000000000e+02,2.655065783302182521e-03,1.660637934069976928e-04,1.598822795041788858e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.040000000000000000e+02,3.750000000000000000e+02,2.897851010772333445e-03,1.812490427181200829e-04,1.598822795041788858e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.050000000000000000e+02,2.500000000000000000e+02,1.865655169395060179e-03,1.170563518791999168e-04,1.593809425498227839e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.050000000000000000e+02,2.750000000000000000e+02,2.036254902754242816e-03,1.277602497624649247e-04,1.593809425498227483e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.050000000000000000e+02,3.000000000000000000e+02,2.222454662045153517e-03,1.394429363065418043e-04,1.593809425498227661e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.050000000000000000e+02,3.250000000000000000e+02,2.425680948964357552e-03,1.521939141629862879e-04,1.593809425498227661e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.050000000000000000e+02,3.500000000000000000e+02,2.647490707753785873e-03,1.661108703084859437e-04,1.593809425498227661e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.050000000000000000e+02,3.750000000000000000e+02,2.889583253162465205e-03,1.813004244380833825e-04,1.593809425498227661e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.060000000000000000e+02,2.500000000000000000e+02,1.860332333725863698e-03,1.170892149084295565e-04,1.588816130657934345e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.060000000000000000e+02,2.750000000000000000e+02,2.030445334938197482e-03,1.277961178615037675e-04,1.588816130657934345e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.060000000000000000e+02,3.000000000000000000e+02,2.216113854192573902e-03,1.394820842657780208e-04,1.588816130657934345e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.060000000000000000e+02,3.250000000000000000e+02,2.418760323283340469e-03,1.522366419002633682e-04,1.588816130657934700e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.060000000000000000e+02,3.500000000000000000e+02,2.639937244389134550e-03,1.661575051668141975e-04,1.588816130657934345e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.060000000000000000e+02,3.750000000000000000e+02,2.881339084003362982e-03,1.813513236934591408e-04,1.588816130657934167e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.070000000000000000e+02,2.500000000000000000e+02,1.855024684453395476e-03,1.171217722306319985e-04,1.583842738308764098e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.070000000000000000e+02,2.750000000000000000e+02,2.024652342197385928e-03,1.278316522989725844e-04,1.583842738308764453e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.070000000000000000e+02,3.000000000000000000e+02,2.209791137077640917e-03,1.395208680526747091e-04,1.583842738308764275e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.070000000000000000e+02,3.250000000000000000e+02,2.411859442597985743e-03,1.522789721644575726e-04,1.583842738308764275e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.070000000000000000e+02,3.500000000000000000e+02,2.632405331547260554e-03,1.662037062062207747e-04,1.583842738308764098e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.070000000000000000e+02,3.750000000000000000e+02,2.873118435995641092e-03,1.814017494605286648e-04,1.583842738308764275e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.080000000000000000e+02,2.500000000000000000e+02,1.849732178249877731e-03,1.171540294810806594e-04,1.578889079994122646e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.080000000000000000e+02,2.750000000000000000e+02,2.018875877242040130e-03,1.278668592254470025e-04,1.578889079994122646e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.080000000000000000e+02,3.000000000000000000e+02,2.203486459086302987e-03,1.395592943802300009e-04,1.578889079994122824e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.080000000000000000e+02,3.250000000000000000e+02,2.404978250574536271e-03,1.523209122824187485e-04,1.578889079994122824e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.080000000000000000e+02,3.500000000000000000e+02,2.624894907743119832e-03,1.662494814235393123e-04,1.578889079994122824e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.080000000000000000e+02,3.750000000000000000e+02,2.864921242031923890e-03,1.814517104673741762e-04,1.578889079994123001e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.090000000000000000e+02,2.500000000000000000e+02,1.844454771911148211e-03,1.171859921406534705e-04,1.573954990880928761e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.090000000000000000e+02,2.750000000000000000e+02,2.013115892917311488e-03,1.279017446229887645e-04,1.573954990880928761e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.090000000000000000e+02,3.000000000000000000e+02,2.197199768751765311e-03,1.395973697775189739e-04,1.573954990880928939e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.090000000000000000e+02,3.250000000000000000e+02,2.398116691039956644e-03,1.523624693802553827e-04,1.573954990880928939e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.090000000000000000e+02,3.500000000000000000e+02,2.617405911667088341e-03,1.662948385965058121e-04,1.573954990880928761e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.090000000000000000e+02,3.750000000000000000e+02,2.856747435196295426e-03,1.815012152029454797e-04,1.573954990880928761e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.100000000000000000e+02,2.500000000000000000e+02,1.839192422356309342e-03,1.172176655414221302e-04,1.569040309633516372e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.100000000000000000e+02,2.750000000000000000e+02,2.007372342202887877e-03,1.279363143112463173e-04,1.569040309633516372e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.100000000000000000e+02,3.000000000000000000e+02,2.190931014754071791e-03,1.396351005963519006e-04,1.569040309633516195e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.100000000000000000e+02,3.250000000000000000e+02,2.391274707981478221e-03,1.524036503906016837e-04,1.569040309633516195e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.100000000000000000e+02,3.500000000000000000e+02,2.609938282184462444e-03,1.663397852916902305e-04,1.569040309633516195e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.100000000000000000e+02,3.750000000000000000e+02,2.848596948763757342e-03,1.815502719257167748e-04,1.569040309633516372e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.110000000000000000e+02,2.500000000000000000e+02,1.833945086627377166e-03,1.172490548719907420e-04,1.564144878293157603e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.110000000000000000e+02,2.750000000000000000e+02,2.001645178212609847e-03,1.279705739532814774e-04,1.564144878293157603e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.110000000000000000e+02,3.000000000000000000e+02,2.184680145919686532e-03,1.396724930176337443e-04,1.564144878293157781e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.110000000000000000e+02,3.250000000000000000e+02,2.384452245546141158e-03,1.524444620595585354e-04,1.564144878293157959e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.110000000000000000e+02,3.500000000000000000e+02,2.602491958334961046e-03,1.663843288720722054e-04,1.564144878293157781e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.110000000000000000e+02,3.750000000000000000e+02,2.840469716199681572e-03,1.815988886719552698e-04,1.564144878293157603e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.120000000000000000e+02,2.500000000000000000e+02,1.828712721888927891e-03,1.172801651825967965e-04,1.559268542162908311e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.120000000000000000e+02,2.750000000000000000e+02,1.995934354194085075e-03,1.280045290611368629e-04,1.559268542162908311e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.120000000000000000e+02,3.000000000000000000e+02,2.178447111221072739e-03,1.397095530574408409e-04,1.559268542162908311e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.120000000000000000e+02,3.250000000000000000e+02,2.377649248040334274e-03,1.524849109533259412e-04,1.559268542162908311e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.120000000000000000e+02,3.500000000000000000e+02,2.595066879332223828e-03,1.664284765042798946e-04,1.559268542162908489e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.120000000000000000e+02,3.750000000000000000e+02,2.832365671159266501e-03,1.816470732636218445e-04,1.559268542162908489e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.130000000000000000e+02,2.500000000000000000e+02,1.823495285427751593e-03,1.173110013899878720e-04,1.554411149697492256e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.130000000000000000e+02,2.750000000000000000e+02,1.990239823528311500e-03,1.280381850011586215e-04,1.554411149697492078e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.130000000000000000e+02,3.000000000000000000e+02,2.172231859776281148e-03,1.397462865728301361e-04,1.554411149697492256e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.130000000000000000e+02,3.250000000000000000e+02,2.370865659929348793e-03,1.525250034645433842e-04,1.554411149697492256e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.130000000000000000e+02,3.500000000000000000e+02,2.587662984563321184e-03,1.664722351655102759e-04,1.554411149697492256e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.130000000000000000e+02,3.750000000000000000e+02,2.824284747486998336e-03,1.816948333159241168e-04,1.554411149697492256e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.140000000000000000e+02,2.500000000000000000e+02,1.818292734652500941e-03,1.173415682820852079e-04,1.549572552397958347e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.140000000000000000e+02,2.750000000000000000e+02,1.984561539729292647e-03,1.280715469990863263e-04,1.549572552397958169e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.140000000000000000e+02,3.000000000000000000e+02,2.166034340848530231e-03,1.397826992673946911e-04,1.549572552397958347e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.140000000000000000e+02,3.250000000000000000e+02,2.364101425836916473e-03,1.525647458183533904e-04,1.549572552397958702e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.140000000000000000e+02,3.500000000000000000e+02,2.580280213588254622e-03,1.665156116501469543e-04,1.549572552397958525e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.140000000000000000e+02,3.750000000000000000e+02,2.816226879216107704e-03,1.817421762445395610e-04,1.549572552397958347e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.150000000000000000e+02,2.500000000000000000e+02,1.813105027093344463e-03,1.173718705224452240e-04,1.544752604710871680e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.150000000000000000e+02,2.750000000000000000e+02,1.978899456443659020e-03,1.281046201449225343e-04,1.544752604710871857e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.150000000000000000e+02,3.000000000000000000e+02,2.159854503845793760e-03,1.398187966965784416e-04,1.544752604710871680e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.150000000000000000e+02,3.250000000000000000e+02,2.357356490544761183e-03,1.526041440782022814e-04,1.544752604710871680e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.150000000000000000e+02,3.500000000000000000e+02,2.572918506139463667e-03,1.665586125760915503e-04,1.544752604710871680e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.150000000000000000e+02,3.750000000000000000e+02,2.808192000568032753e-03,1.817891092725256428e-04,1.544752604710871680e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.160000000000000000e+02,2.500000000000000000e+02,1.807932120401621557e-03,1.174019126545297864e-04,1.539951163931795719e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.160000000000000000e+02,2.750000000000000000e+02,1.973253527450292977e-03,1.281374093975936083e-04,1.539951163931795719e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.160000000000000000e+02,3.000000000000000000e+02,2.153692298320390112e-03,1.398545842727631392e-04,1.539951163931795719e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.160000000000000000e+02,3.250000000000000000e+02,2.350630798992151774e-03,1.526432041513922384e-04,1.539951163931795719e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.160000000000000000e+02,3.500000000000000000e+02,2.565577802121338843e-03,1.666012443908232790e-04,1.539951163931795897e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.160000000000000000e+02,3.750000000000000000e+02,2.800180045951885296e-03,1.818356394369337781e-04,1.539951163931795897e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.170000000000000000e+02,2.500000000000000000e+02,1.802773972349492292e-03,1.174316991057947198e-04,1.535168090112845540e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.170000000000000000e+02,2.750000000000000000e+02,1.967623706659944911e-03,1.281699195894119416e-04,1.535168090112845363e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.170000000000000000e+02,3.000000000000000000e+02,2.147547673968564635e-03,1.398900672701388042e-04,1.535168090112845540e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.170000000000000000e+02,3.250000000000000000e+02,2.343924296275444116e-03,1.526819317943971450e-04,1.535168090112845540e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.170000000000000000e+02,3.500000000000000000e+02,2.558258041609722498e-03,1.666435133772011120e-04,1.535168090112845540e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.170000000000000000e+02,3.750000000000000000e+02,2.792190949963906533e-03,1.818817735951416966e-04,1.535168090112845540e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.180000000000000000e+02,2.500000000000000000e+02,1.797630540829597400e-03,1.174612341916055671e-04,1.530403245974122406e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.180000000000000000e+02,2.750000000000000000e+02,1.962009948114863764e-03,1.282021554303498280e-04,1.530403245974122761e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.180000000000000000e+02,3.000000000000000000e+02,2.141420580630085026e-03,1.399252508293682886e-04,1.530403245974122406e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.180000000000000000e+02,3.250000000000000000e+02,2.337236927647640475e-03,1.527203326179537299e-04,1.530403245974122584e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.180000000000000000e+02,3.500000000000000000e+02,2.550959164851427860e-03,1.666854256590202051e-04,1.530403245974122406e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.180000000000000000e+02,3.750000000000000000e+02,2.784224647386943606e-03,1.819275184309182797e-04,1.530403245974122584e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.190000000000000000e+02,2.500000000000000000e+02,1.792501783854712205e-03,1.174905221189898226e-04,1.525656496818812613e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.190000000000000000e+02,2.750000000000000000e+02,1.956412205988417551e-03,1.282341215121349546e-04,1.525656496818812613e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.190000000000000000e+02,3.000000000000000000e+02,2.135310968287828896e-03,1.399601399620571977e-04,1.525656496818812613e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.190000000000000000e+02,3.250000000000000000e+02,2.330568638517939786e-03,1.527584120919401787e-04,1.525656496818812435e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.190000000000000000e+02,3.500000000000000000e+02,2.543681112263747237e-03,1.667269872063367406e-04,1.525656496818812791e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.190000000000000000e+02,3.750000000000000000e+02,2.776281073189910097e-03,1.819728804602352087e-04,1.525656496818812613e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.200000000000000000e+02,2.500000000000000000e+02,1.787387659557405310e-03,1.175195669902332445e-04,1.520927710451784343e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.200000000000000000e+02,2.750000000000000000e+02,1.950830434584721910e-03,1.282658223121753221e-04,1.520927710451784165e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.200000000000000000e+02,3.000000000000000000e+02,2.129218787067376547e-03,1.399947395550379253e-04,1.520927710451784165e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.200000000000000000e+02,3.250000000000000000e+02,2.323919374451292701e-03,1.527961755500518634e-04,1.520927710451784165e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.200000000000000000e+02,3.500000000000000000e+02,2.536423824433966297e-03,1.667682038405713751e-04,1.520927710451783987e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.200000000000000000e+02,3.750000000000000000e+02,2.768360162527259971e-03,1.820178660368369729e-04,1.520927710451783987e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.210000000000000000e+02,2.500000000000000000e+02,1.782288126189693605e-03,1.175483728063283226e-04,1.516216757101500612e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.210000000000000000e+02,2.750000000000000000e+02,1.945264588338264326e-03,1.282972621973232691e-04,1.516216757101500612e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.210000000000000000e+02,3.000000000000000000e+02,2.123143987236601575e-03,1.400290543744776145e-04,1.516216757101500612e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.210000000000000000e+02,3.250000000000000000e+02,2.317289081167954023e-03,1.528336281942850616e-04,1.516216757101500789e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.210000000000000000e+02,3.500000000000000000e+02,2.529187242118878347e-03,1.668090812394026239e-04,1.516216757101500789e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.210000000000000000e+02,3.750000000000000000e+02,2.760461850738452419e-03,1.820624813575818927e-04,1.516216757101500612e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.220000000000000000e+02,2.500000000000000000e+02,1.777203142122705300e-03,1.175769434702817455e-04,1.511523509345098581e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.220000000000000000e+02,2.750000000000000000e+02,1.939714621813534191e-03,1.283284454274852152e-04,1.511523509345098581e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.220000000000000000e+02,3.000000000000000000e+02,2.117086519205267549e-03,1.400630890698182295e-04,1.511523509345098404e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.220000000000000000e+02,3.250000000000000000e+02,2.310677704543043828e-03,1.528707750992372536e-04,1.511523509345098404e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.220000000000000000e+02,3.500000000000000000e+02,2.521971306244301207e-03,1.668496249414606967e-04,1.511523509345098404e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.220000000000000000e+02,3.750000000000000000e+02,2.752586073347429267e-03,1.821067324675650567e-04,1.511523509345098581e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.230000000000000000e+02,2.500000000000000000e+02,1.772132665846338183e-03,1.176052827902883478e-04,1.506847842036461671e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.230000000000000000e+02,2.750000000000000000e+02,1.934180489704651800e-03,1.283593761590860120e-04,1.506847842036461493e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.230000000000000000e+02,3.000000000000000000e+02,2.111046333524622520e-03,1.400968481775574669e-04,1.506847842036461493e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.230000000000000000e+02,3.250000000000000000e+02,2.304085190606104672e-03,1.529076212162337322e-04,1.506847842036461493e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.230000000000000000e+02,3.500000000000000000e+02,2.514775957904596699e-03,1.668898403508312740e-04,1.506847842036461493e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.230000000000000000e+02,3.750000000000000000e+02,2.744732766062086323e-03,1.821506252650339857e-04,1.506847842036461493e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.240000000000000000e+02,2.500000000000000000e+02,1.767076655968921562e-03,1.176333944827771903e-04,1.502189632237162797e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.240000000000000000e+02,2.750000000000000000e+02,1.928662146834998195e-03,1.283900584483933511e-04,1.502189632237162620e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.240000000000000000e+02,3.000000000000000000e+02,2.105023380886995258e-03,1.401303361248773635e-04,1.502189632237162797e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.240000000000000000e+02,3.250000000000000000e+02,2.297511485540660106e-03,1.529441713772881114e-04,1.502189632237162620e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.240000000000000000e+02,3.500000000000000000e+02,2.507601138362187954e-03,1.669297327413781938e-04,1.502189632237162797e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.240000000000000000e+02,3.750000000000000000e+02,2.736901864773749922e-03,1.821941655061065657e-04,1.502189632237162797e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.250000000000000000e+02,2.500000000000000000e+02,1.762035071216876483e-03,1.176612821753364387e-04,1.497548759150123665e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.250000000000000000e+02,2.750000000000000000e+02,1.923159548156845242e-03,1.284204962547103057e-04,1.497548759150123665e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.250000000000000000e+02,3.000000000000000000e+02,2.099017612125391070e-03,1.401635572331286239e-04,1.497548759150123665e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.250000000000000000e+02,3.250000000000000000e+02,2.290956535683774057e-03,1.529804302989051660e-04,1.497548759150123665e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.250000000000000000e+02,3.500000000000000000e+02,2.500446789047078028e-03,1.669693072608941843e-04,1.497548759150123487e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.250000000000000000e+02,3.750000000000000000e+02,2.729093305556650872e-03,1.822373588093013322e-04,1.497548759150123843e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.260000000000000000e+02,2.500000000000000000e+02,1.757007870434381573e-03,1.176889494095227488e-04,1.492925104055873220e+01,9.751124699375864863e+07,2.038954951701144047e-03
1.260000000000000000e+02,2.750000000000000000e+02,1.917672648750989384e-03,1.284506934434414811e-04,1.492925104055873220e+01,1.460036572372009978e+07,1.121054822539313545e-02
1.260000000000000000e+02,3.000000000000000000e+02,2.093028978213093243e-03,1.401965157211772001e-04,1.492925104055873042e+01,3.000000000000000000e+06,4.575725881790104754e-02
1.260000000000000000e+02,3.250000000000000000e+02,2.284420287525616277e-03,1.530164025857335352e-04,1.492925104055873220e+01,7.863364131961344974e+05,1.446954299318927717e-01
1.260000000000000000e+02,3.500000000000000000e+02,2.493312851556376761e-03,1.670085689350873123e-04,1.492925104055873042e+01,2.495564427446389454e+05,3.553736843032748727e-01
1.260000000000000000e+02,3.750000000000000000e+02,2.721307024667405337e-03,1.822802106598885095e-04,1.492925104055873220e+01,9.229704549441397830e+04,6.586367856808932331e-01
1.270000000000000000e+02,2.500000000000000000e+02,1.751995012583034772e-03,1.177163996435602925e-04,1.488318550251275951e+01,9.751124699375864863e+07,2.038954951701144047e-03
